LoanID,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,Home.Ownership,Monthly.Income,CIBIL_Score,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months
1261,3000,3000,0.14,36,debt_consolidation,0.12,RENT,4789.33,680,9,1353,2
1262,9000,9000,0.14,36,debt_consolidation,0.19,RENT,5833.33,675,13,11637,3
1263,4000,4000,0.09,36,credit_card,0.24,RENT,4583.33,705,17,11351,0
1264,10000,10000,0.17,36,credit_card,0.22,MORTGAGE,2916.67,665,18,21245,0
1265,6400,6400,0.16,60,debt_consolidation,0.24,RENT,3500,690,9,973,0
1266,4325,4325,0.1,36,debt_consolidation,0.02,MORTGAGE,11000,715,9,75,3
1267,12000,12000,0.13,36,debt_consolidation,0.17,MORTGAGE,4583.33,695,9,41871,0
1268,10000,10000,0.15,36,debt_consolidation,0.1,RENT,9000,665,12,5141,0
1269,12000,12000,0.1,36,home_improvement,0.08,MORTGAGE,6250,720,9,11626,0
1270,6000,6000,0.12,36,debt_consolidation,0.05,MORTGAGE,4333.33,690,12,9656,2
1271,2200,2200,0.13,36,debt_consolidation,0.03,OWN,6666.67,700,2,10142,0
1272,5000,5000,0.14,36,debt_consolidation,0.17,OWN,5000,670,9,14748,3
1273,12000,12000,0.2,60,debt_consolidation,0.16,RENT,3376,665,12,8437,1
1274,3000,3000,0.08,36,credit_card,0.22,MORTGAGE,5583.33,705,15,12968,0
1275,30000,30000,0.21,60,debt_consolidation,0.17,MORTGAGE,13999.17,700,14,61579,0
1276,10800,10800,0.12,36,debt_consolidation,0.27,RENT,5833.33,695,6,27585,0
1277,10500,10500,0.18,36,debt_consolidation,0.12,MORTGAGE,8750,660,15,9984,3
1278,10000,10000,0.07,36,debt_consolidation,0.05,MORTGAGE,10833.33,755,5,40827,0
1279,24000,23950,0.12,36,debt_consolidation,0.27,MORTGAGE,5791.67,715,13,34104,0
1280,16000,16000,0.14,36,debt_consolidation,0.03,MORTGAGE,3333.33,690,6,3909,0
1281,15000,15000,0.14,36,debt_consolidation,0.13,MORTGAGE,3500,705,7,13036,1
1282,9500,9500,0.22,36,other,0.16,RENT,4500,660,7,3673,1
1283,35000,35000,0.19,36,debt_consolidation,0.16,MORTGAGE,18750,690,21,73813,1
1284,5000,5000,0.08,36,debt_consolidation,0.22,MORTGAGE,4166.67,725,8,15502,1
1285,15000,15000,0.12,36,debt_consolidation,0.12,RENT,6250,700,6,6622,0
1286,5000,5000,0.15,36,debt_consolidation,0.17,RENT,1750,675,3,10361,0
1287,19000,18975,0.11,36,debt_consolidation,0.2,RENT,4548.83,775,12,33809,1
1288,11625,11625,0.16,36,debt_consolidation,0.31,RENT,2860,680,14,8374,2
1289,25000,25000,0.08,36,wedding,0.13,RENT,6750,750,16,17193,0
1290,8000,8000,0.13,36,debt_consolidation,0.08,OWN,7916.67,685,4,1442,0
1291,9800,9675,0.09,36,major_purchase,0.15,MORTGAGE,3583.33,760,12,5164,0
1292,6000,5975,0.08,36,wedding,0.01,RENT,5000,765,6,7161,0
1293,10200,10200,0.12,36,debt_consolidation,0.18,MORTGAGE,5833.33,705,9,9817,2
1294,10500,10500,0.07,36,medical,0.16,MORTGAGE,4853.33,760,9,2816,1
1295,5000,5000,0.08,36,small_business,0.08,MORTGAGE,5500,725,11,16396,3
1296,17500,17500,0.08,36,small_business,0.08,RENT,5416.67,810,4,17,0
1297,4000,4000,0.19,36,other,0.11,RENT,1600,685,2,299,0
1298,22000,22000,0.12,36,debt_consolidation,0.17,RENT,3916.67,715,4,22142,0
1299,5000,4900,0.06,36,other,0.09,RENT,5520,750,10,7351,0
1300,8000,8000,0.16,36,credit_card,0.29,MORTGAGE,6916.67,685,14,21498,2
1301,19125,19125,0.18,60,other,0.29,RENT,4166.67,700,14,28108,3
1302,16000,16000,0.12,36,debt_consolidation,0.18,RENT,4166.67,700,14,16309,0
1303,4500,4500,0.15,36,vacation,0.17,OWN,6000,660,18,5197,4
1304,5800,5800,0.22,60,other,0.12,RENT,1416.67,665,3,6077,2
1305,10000,525,0.15,36,credit_card,0.06,RENT,5416.67,645,4,2211,6
1306,16750,16750,0.19,36,debt_consolidation,0.09,MORTGAGE,5666.67,680,8,13567,1
1307,3600,3600,0.12,36,debt_consolidation,0.27,OWN,3333.33,695,15,12153,1
1308,10000,10000,0.16,36,debt_consolidation,0.12,RENT,7500,670,12,17133,1
1309,6000,6000,0.05,36,vacation,0.02,OWN,4250,800,14,1838,0
1310,10000,10000,0.08,36,medical,0.13,MORTGAGE,7416.67,735,12,16297,2
1311,10000,10000,0.18,36,credit_card,0.06,RENT,7166.67,685,3,15279,1
1312,5000,5000,0.07,36,home_improvement,0.16,MORTGAGE,18750,745,10,129071,0
1313,35000,34950,0.24,60,debt_consolidation,0.24,RENT,7331.25,665,16,28687,2
1314,7000,7000,0.08,36,wedding,0.21,RENT,6000,715,9,6659,0
1315,3000,1647.62,0.1,36,major_purchase,0,RENT,4583.33,800,3,37,0
1316,28000,28000,0.16,36,debt_consolidation,0.06,MORTGAGE,6250,695,6,11923,1
1317,15200,6800,0.16,60,home_improvement,0.19,MORTGAGE,12083.33,690,20,19712,2
1318,15775,15775,0.15,36,other,0.03,RENT,4000,710,11,4058,1
1319,30000,22425,0.11,36,home_improvement,0.08,MORTGAGE,22916.67,765,13,1945,0
1320,3000,3000,0.1,36,wedding,0.05,OWN,4166.67,710,9,7321,3
1321,15350,15350,0.18,36,debt_consolidation,0.15,MORTGAGE,4400,670,7,12823,0
1322,26500,26500,0.1,60,small_business,0.17,MORTGAGE,5416.67,785,13,9966,0
1323,6400,6400,0.06,60,home_improvement,0.03,MORTGAGE,6250,695,5,241,0
1324,13200,13200,0.14,36,debt_consolidation,0.29,RENT,3833.33,695,9,8568,1
1325,12000,12000,0.11,36,debt_consolidation,0.18,MORTGAGE,7300,705,9,38342,0
1326,4000,4000,0.06,36,car,0.34,MORTGAGE,7917,800,19,55123,1
1327,2500,2500,0.07,36,home_improvement,0.11,MORTGAGE,6166.67,730,14,24495,0
1328,28000,27925,0.19,36,debt_consolidation,0.09,MORTGAGE,6666.67,700,6,14189,2
1329,9000,8975,0.09,36,debt_consolidation,0.07,RENT,12500,730,4,12964,0
1330,6600,6600,0.06,36,home_improvement,0.17,MORTGAGE,6250,750,14,17258,0
1331,27050,27050,0.17,60,credit_card,0.28,MORTGAGE,5025,705,13,40037,1
1332,4800,4800,0.16,36,major_purchase,0,RENT,4583.33,675,2,0,0
1333,7550,7550,0.1,36,debt_consolidation,0.04,MORTGAGE,8333.33,710,10,10204,0
1334,10000,10000,0.08,36,debt_consolidation,0,MORTGAGE,7083.33,775,9,2994,0
1335,12500,12275,0.11,36,credit_card,0.12,RENT,4333.33,730,6,12568,2
1336,27575,27575,0.19,36,debt_consolidation,0.19,RENT,5166.67,660,6,14935,1
1337,20000,20000,0.13,36,debt_consolidation,0.04,MORTGAGE,7238.92,720,6,11751,3
1338,15000,14900,0.15,36,major_purchase,0.09,RENT,3000,730,8,0,2
1339,18000,18000,0.09,36,home_improvement,0.13,MORTGAGE,10500,730,15,4856,2
1340,5400,5375,0.09,36,small_business,0.06,RENT,3000,785,2,90,2
1341,23000,22950,0.16,36,credit_card,0.16,RENT,7083.33,695,8,9664,2
1342,8000,7950,0.06,36,home_improvement,0.2,OWN,5833.33,770,8,0,0
1343,3000,2950,0.13,36,debt_consolidation,0.04,OWN,1200,705,4,1643,0
1344,7200,7200,0.07,36,credit_card,0.12,MORTGAGE,7083.33,780,6,15933,1
1345,15350,15350,0.16,36,credit_card,0.07,MORTGAGE,5666.67,670,6,8128,0
1346,6000,6000,0.12,36,wedding,0.21,RENT,3333.33,685,8,4638,0
1347,15000,8081.65,0.13,36,debt_consolidation,0.13,MORTGAGE,2583.33,755,3,4923,2
1348,5000,5000,0.13,60,moving,0.13,RENT,4416.67,690,13,7686,0
1349,2575,2575,0.07,36,educational,0.05,RENT,6875,760,6,4678,2
1350,1800,1800,0.14,36,vacation,0.24,RENT,4250,670,11,5757,0
1351,10000,10000,0.14,36,other,0.26,MORTGAGE,5416.67,700,6,18652,1
1352,7750,7750,0.11,36,debt_consolidation,0.07,MORTGAGE,2916.67,705,5,6889,0
1353,12000,12000,0.16,36,debt_consolidation,0.29,RENT,5666.67,660,21,16822,2
1354,10000,10000,0.06,36,debt_consolidation,0.16,MORTGAGE,8333.33,780,11,14832,0
1355,4950,4950,0.14,36,debt_consolidation,0.14,MORTGAGE,4166.67,665,15,8379,0
1356,8400,8350,0.06,36,medical,0.15,MORTGAGE,3200,760,6,10576,0
1357,3500,3500,0.12,36,other,0.18,MORTGAGE,5416.67,695,15,4067,3
1358,12000,12000,0.16,36,credit_card,0.18,MORTGAGE,7083.33,665,16,16993,2
1359,18000,18000,0.22,60,credit_card,0.17,MORTGAGE,5562.92,660,13,14866,3
1360,14675,14650,0.13,60,debt_consolidation,0.29,RENT,3167,725,7,21088,1
1361,13000,13000,0.14,36,credit_card,0.16,RENT,3250,675,6,6930,0
1362,15000,15000,0.13,36,debt_consolidation,0.33,RENT,4166.67,695,10,13198,0
1363,8250,8205.63,0.09,36,credit_card,0.24,MORTGAGE,3300,755,17,29576,2
1364,6900,6900,0.14,36,credit_card,0.18,OWN,4166.67,685,9,9720,1
1365,35000,35000,0.2,60,debt_consolidation,0.13,MORTGAGE,10416.67,685,14,26487,4
1366,25000,23995.24,0.11,36,debt_consolidation,0.12,RENT,11166.67,750,6,28556,0
1367,9600,9600,0.11,36,debt_consolidation,0.21,MORTGAGE,3833.33,705,9,44403,1
1368,9000,8975,0.07,36,debt_consolidation,0.17,MORTGAGE,6750,755,7,12553,2
1369,6500,6500,0.09,36,credit_card,0.31,MORTGAGE,6000,740,14,61865,2
1370,1750,1750,0.11,36,credit_card,0.08,RENT,1833.33,720,4,1838,0
1371,5000,5000,0.05,36,wedding,0.23,RENT,2833.33,750,7,4573,0
1372,6000,6000,0.16,36,debt_consolidation,0.16,RENT,2500,670,5,5892,1
1373,25000,25000,0.14,36,debt_consolidation,0.19,RENT,6083.33,700,19,14666,0
1374,13000,13000,0.14,36,debt_consolidation,0.11,MORTGAGE,3358.33,690,7,6327,1
1375,5875,5875,0.08,36,other,0.15,RENT,5416.67,720,15,2617,2
1376,5000,5000,0.16,36,debt_consolidation,0.21,RENT,4583.33,660,19,11991,1
1377,16000,7925,0.16,60,debt_consolidation,0.17,MORTGAGE,5500,680,6,6842,0
1378,12000,12000,0.1,60,small_business,0.14,MORTGAGE,6666.67,730,10,6969,1
1379,35000,35000,0.12,36,debt_consolidation,0.2,MORTGAGE,13933.33,720,18,24288,0
1380,4800,4775,0.06,36,car,0.12,RENT,2800,735,6,9228,0
1381,6500,6500,0.11,36,credit_card,0.14,MORTGAGE,2253,680,11,7558,1
1382,25000,25000,0.13,36,other,0.04,MORTGAGE,11500,735,4,6578,0
1383,1000,1000,0.08,36,debt_consolidation,0.06,MORTGAGE,9333.33,785,6,350,4
1384,16000,16000,0.13,36,debt_consolidation,0.15,MORTGAGE,4166.67,700,6,1962,1
1385,7675,2275,0.15,36,other,0.18,MORTGAGE,11666.67,645,13,12578,0
1386,13600,13600,0.09,36,debt_consolidation,0.11,RENT,10000,720,15,18028,0
1387,12000,12000,0.15,36,debt_consolidation,0.33,RENT,5500,680,21,13559,1
1388,15000,15000,0.1,36,house,0.27,MORTGAGE,5250,750,11,44850,1
1389,7125,7125,0.18,36,debt_consolidation,0.11,MORTGAGE,5636.75,675,14,5383,2
1390,35000,34977.35,0.22,60,house,0.14,RENT,20833.33,675,12,79792,0
1391,11575,11575,0.13,60,debt_consolidation,0.18,MORTGAGE,3750,725,12,18790,1
1392,5000,5000,0.07,36,major_purchase,0.14,RENT,6000,780,7,1751,0
1393,5000,5000,0.08,36,debt_consolidation,0.03,OWN,2500,735,5,4864,0
1394,5000,527.49,0.13,36,debt_consolidation,0.13,RENT,4833,660,10,9816,0
1395,7000,7000,0.08,36,debt_consolidation,0.13,MORTGAGE,6250,720,13,19848,0
1396,20000,16755.89,0.15,36,debt_consolidation,0.25,MORTGAGE,6916.67,715,10,26938,0
1397,7000,7000,0.07,36,debt_consolidation,0.17,RENT,4583.33,735,13,6897,0
1398,20000,19900,0.1,36,debt_consolidation,0.18,MORTGAGE,7833.33,760,14,49898,0
1399,6000,6000,0.08,36,major_purchase,0.2,MORTGAGE,7750,725,16,7533,1
1400,14000,14000,0.08,36,major_purchase,0.11,MORTGAGE,21666.67,735,14,13850,3
1401,30000,30000,0.19,36,debt_consolidation,0.15,MORTGAGE,9166.67,685,20,22299,1
1402,18225,18200,0.18,36,debt_consolidation,0.25,MORTGAGE,5000,660,12,16398,2
1403,12000,12000,0.07,36,other,0.16,MORTGAGE,11667,720,9,113671,0
1404,10000,10000,0.12,36,debt_consolidation,0.13,MORTGAGE,5833.33,690,8,13885,0
1405,16300,16275,0.15,36,credit_card,0.24,MORTGAGE,5222,675,11,40988,1
1406,11000,2116.76,0.14,36,debt_consolidation,0.21,OWN,4167,670,14,17436,0
1407,25000,20850,0.16,60,small_business,0.01,MORTGAGE,5666.67,785,2,0,4
1408,24000,24000,0.12,36,debt_consolidation,0.29,MORTGAGE,7500,670,12,14804,1
1409,6000,6000,0.07,36,major_purchase,0.09,OWN,2462.75,715,11,8644,0
1410,10000,9975,0.11,60,debt_consolidation,0.23,MORTGAGE,5623.33,765,11,26898,1
1411,2000,2000,0.09,36,car,0.24,OWN,3000,730,5,2117,1
1412,6625,6600,0.11,36,credit_card,0.1,OWN,1916.67,690,10,5449,0
1413,20000,6350.01,0.17,36,debt_consolidation,0.21,RENT,5333.33,660,11,11881,4
1414,12000,11925,0.1,36,other,0.09,MORTGAGE,6250,745,8,5212,2
1415,4200,4200,0.07,36,debt_consolidation,0.07,RENT,5133.33,765,4,5475,1
1416,6950,6875,0.13,36,other,0.13,MORTGAGE,7916.67,715,5,1593,4
1417,6000,6000,0.08,36,major_purchase,0.05,MORTGAGE,10916,765,18,6317,4
1418,8400,8400,0.11,36,debt_consolidation,0.25,MORTGAGE,7583,700,9,342,0
1419,5000,5000,0.08,36,home_improvement,0.17,MORTGAGE,5833.33,725,18,19771,2
1420,4750,4750,0.1,36,credit_card,0.32,MORTGAGE,3500,695,15,36512,0
1421,15000,14925,0.11,60,moving,0.18,RENT,5761,785,12,2691,2
1422,12000,12000,0.16,36,home_improvement,0.05,MORTGAGE,2916.67,670,13,10360,2
1423,4000,0,0.08,36,other,0.11,RENT,3417,790,11,2775,3
1424,12800,12700,0.13,60,debt_consolidation,0.09,RENT,5166.67,725,7,7942,0
1425,12000,11950,0.09,60,car,0.1,MORTGAGE,9866,795,9,2787,0
1426,9425,9425,0.13,36,credit_card,0.16,RENT,3750,670,12,15116,0
1427,28000,28000,0.12,36,debt_consolidation,0.03,MORTGAGE,27083.33,730,5,12888,1
1428,30000,29975,0.21,60,debt_consolidation,0.17,MORTGAGE,8666.67,710,8,47503,0
1429,9600,9600,0.18,36,debt_consolidation,0.15,MORTGAGE,5166.67,660,8,13041,1
1430,7800,7242.07,0.13,36,debt_consolidation,0.17,RENT,6000,695,8,13835,0
1431,12000,12000,0.11,36,debt_consolidation,0.26,RENT,5833.33,720,15,24893,3
1432,9600,9600,0.15,36,debt_consolidation,0.13,MORTGAGE,6000,675,13,11407,2
1433,6000,6000,0.11,36,credit_card,0.23,MORTGAGE,5000,705,15,46125,1
1434,7500,7500,0.11,60,debt_consolidation,0.24,RENT,1820,720,13,4409,2
1435,7000,6950,0.06,36,debt_consolidation,0.08,OWN,2750,760,8,10860,0
1436,10000,10000,0.12,36,debt_consolidation,0.06,RENT,4333.33,685,8,7072,0
1437,3200,2799.99,0.13,36,credit_card,0.17,MORTGAGE,6476,665,14,80837,4
1438,13000,12850,0.1,36,debt_consolidation,0.12,MORTGAGE,10533.33,725,13,37252,0
1439,35000,35000,0.25,60,debt_consolidation,0.08,MORTGAGE,10000,660,12,21391,2
1440,20800,20775,0.07,36,credit_card,0.16,MORTGAGE,10833.33,710,11,15192,0
1441,1600,1600,0.16,36,debt_consolidation,0.08,RENT,2666.67,660,7,5504,2
1442,10050,9900,0.06,36,small_business,0.21,RENT,2500,750,11,13669,0
1443,8000,7997.85,0.18,36,debt_consolidation,0.21,MORTGAGE,8583.33,670,15,14584,3
1444,16000,16000,0.12,36,debt_consolidation,0.24,RENT,6250,715,8,10304,2
1445,11700,11675,0.08,36,home_improvement,0.06,MORTGAGE,3320.83,720,11,14301,0
1446,13475,13475,0.12,36,debt_consolidation,0.28,MORTGAGE,5666.67,705,12,7722,1
1447,14500,14500,0.05,36,home_improvement,0.07,MORTGAGE,10000,800,9,40,0
1448,5000,5000,0.15,36,other,0.06,RENT,3083.33,665,8,4680,4
1449,13600,13575,0.07,36,debt_consolidation,0.17,MORTGAGE,11250,750,11,77377,1
1450,2200,2200,0.09,36,debt_consolidation,0.14,RENT,7083.33,715,10,14980,1
1451,9000,9000,0.1,36,credit_card,0.19,MORTGAGE,5833.33,705,12,12035,0
1452,27925,27925,0.22,60,debt_consolidation,0.04,MORTGAGE,7000,685,14,9914,2
1453,9450,9450,0.14,36,debt_consolidation,0.25,RENT,2916.67,670,12,11555,0
1454,15175,15175,0.2,60,debt_consolidation,0.19,RENT,4333.33,665,6,18049,0
1455,10000,10000,0.07,36,debt_consolidation,0.08,RENT,3166.67,735,4,0,0
1456,16000,16000,0.16,36,debt_consolidation,0.21,RENT,5416.67,680,13,14246,1
1457,13200,13200,0.15,36,debt_consolidation,0.09,MORTGAGE,3333.33,680,10,5400,3
1458,20000,20000,0.19,60,other,0.06,RENT,15416.67,695,13,15026,3
1459,8500,8500,0.18,36,other,0.18,RENT,2583.33,665,9,13718,0
1460,3000,3000,0.14,36,debt_consolidation,0.11,OWN,3833,670,11,5515,1
1461,10000,10000,0.15,36,credit_card,0.19,MORTGAGE,5583.33,675,16,12723,1
1462,14075,14075,0.16,36,debt_consolidation,0.11,MORTGAGE,10416.67,700,10,7653,3
1463,19000,19000,0.2,60,credit_card,0.2,RENT,4500,680,13,11388,1
1464,25000,11696.88,0.13,36,small_business,0.06,MORTGAGE,8666.67,760,9,1900,4
1465,9000,9000,0.13,36,credit_card,0.24,MORTGAGE,4229.17,685,11,7496,0
1466,6775,6775,0.13,36,debt_consolidation,0.1,RENT,6666.67,685,14,5457,2
1467,2200,2200,0.15,36,debt_consolidation,0.16,RENT,2500,675,7,2476,2
1468,10800,10550,0.08,36,home_improvement,0.07,MORTGAGE,11250,790,7,10232,2
1469,16800,16800,0.14,60,debt_consolidation,0.22,MORTGAGE,6666.67,675,14,23740,0
1470,3500,3500,0.16,36,home_improvement,0.14,MORTGAGE,6833.33,660,7,11526,3
1471,9250,9250,0.19,60,debt_consolidation,0.19,MORTGAGE,4448,660,9,22704,0
1472,23400,23400,0.07,36,debt_consolidation,0.16,RENT,5580,740,6,2086,0
1473,10375,10375,0.08,36,debt_consolidation,0.28,MORTGAGE,4500,745,7,0,0
1474,9325,9300,0.14,36,debt_consolidation,0.21,RENT,3333.33,695,10,27007,1
1475,18000,18000,0.21,60,debt_consolidation,0.16,RENT,6500,665,10,4256,0
1476,5375,5375,0.09,36,debt_consolidation,0.29,RENT,3416.67,720,6,3007,2
1477,3700,3700,0.16,36,credit_card,0.32,RENT,3000,690,9,14151,0
1478,19125,19125,0.18,36,debt_consolidation,0.09,RENT,4166.67,675,8,19761,3
1479,1625,1625,0.15,36,major_purchase,0.04,OWN,1666.67,745,3,1759,4
1480,26000,25975,0.17,60,home_improvement,0.12,MORTGAGE,4416.67,730,5,7560,1
1481,6650,6650,0.18,60,debt_consolidation,0.17,MORTGAGE,3084,680,16,5646,2
1482,1000,1000,0.11,36,debt_consolidation,0.21,RENT,4666.67,670,16,26558,0
1483,18000,17896.62,0.14,36,wedding,0.08,MORTGAGE,5833.33,720,5,18505,1
1484,8000,7975,0.13,36,wedding,0.17,MORTGAGE,3521,680,13,4075,0
1485,4575,4575,0.16,36,credit_card,0.14,OTHER,5833.33,680,25,82586,2
1486,35000,34950,0.22,60,debt_consolidation,0.19,MORTGAGE,14166.67,690,14,51314,3
1487,10000,10000,0.12,36,debt_consolidation,0.12,MORTGAGE,4375,695,7,11070,0
1488,32350,32350,0.18,36,debt_consolidation,0.2,OWN,6000,660,15,39513,1
1489,16000,16000,0.13,36,debt_consolidation,0.16,MORTGAGE,3600,700,9,26357,2
1490,13750,13750,0.14,36,credit_card,0.25,RENT,3000,690,12,16734,1
1491,5600,5600,0.11,36,credit_card,0.28,MORTGAGE,11666.67,665,18,194205,0
1492,21000,20950,0.24,60,debt_consolidation,0.25,RENT,7458.33,660,14,11973,0
1493,12000,12000,0.08,36,home_improvement,0.22,MORTGAGE,5416.67,730,8,28146,0
1494,12000,12000,0.13,36,debt_consolidation,0.16,MORTGAGE,6250,680,13,13528,1
1495,3600,3600,0.14,36,other,0.1,RENT,5750,670,8,10766,2
1496,25000,15175,0.16,60,debt_consolidation,0.22,MORTGAGE,7083.33,705,8,9133,0
1497,8400,8400,0.09,60,car,0.22,MORTGAGE,4833.33,760,6,19187,0
1498,24375,24300,0.16,60,debt_consolidation,0.31,MORTGAGE,4708.33,700,18,49136,0
1499,8575,8575,0.16,36,debt_consolidation,0.34,MORTGAGE,4541.67,675,15,5180,1
1500,13800,13800,0.12,36,debt_consolidation,0.17,RENT,4250,695,8,11366,0
1501,17000,17000,0.11,36,debt_consolidation,0.14,RENT,5083.33,695,9,13883,0
1502,11000,11000,0.14,36,debt_consolidation,0.13,MORTGAGE,4666.67,675,8,10482,0
1503,7800,7800,0.14,36,other,0.22,RENT,2508.33,680,5,25780,0
1504,3725,3725,0.11,36,credit_card,0.19,RENT,11666.67,695,21,43987,0
1505,11000,11000,0.17,36,other,0.11,MORTGAGE,5000,665,7,10070,3
1506,8500,8500,0.15,36,debt_consolidation,0.08,RENT,3333.33,670,5,8844,0
1507,10000,10000,0.1,36,credit_card,0.07,RENT,4583.33,705,14,13511,0
1508,12000,12000,0.12,60,debt_consolidation,0.23,MORTGAGE,4000,725,8,15010,0
1509,31500,31425,0.12,60,other,0.21,RENT,5250,755,10,11936,0
1510,19000,19000,0.15,60,debt_consolidation,0.28,RENT,3617.21,705,8,25692,0
1511,12000,12000,0.1,36,debt_consolidation,0.14,MORTGAGE,8791.67,695,10,17185,2
1512,19125,19125,0.1,36,debt_consolidation,0.26,RENT,4000,725,5,0,0
1513,6525,6500,0.16,36,other,0.1,RENT,3166.67,700,3,2494,1
1514,8975,8975,0.08,36,debt_consolidation,0.22,MORTGAGE,9166.67,725,18,61613,3
1515,6000,5975,0.06,36,other,0.11,MORTGAGE,6250,780,9,89985,2
1516,20800,20800,0.19,60,credit_card,0.16,RENT,6916.67,680,20,28764,1
1517,8400,8400,0.14,36,debt_consolidation,0.12,MORTGAGE,4166.67,680,10,16634,1
1518,20000,20000,0.18,36,debt_consolidation,0.13,MORTGAGE,13583.33,675,17,30679,1
1519,18550,18550,0.12,36,debt_consolidation,0.11,MORTGAGE,3941,710,14,9438,0
1520,9600,9600,0.12,36,credit_card,0.25,RENT,4750,685,11,29475,0
1521,6000,6000,0.06,36,major_purchase,0.13,MORTGAGE,6666.67,775,13,8581,0
1522,14000,14000,0.15,36,credit_card,0.11,RENT,7333.33,680,7,6229,1
1523,17000,16573.33,0.13,36,debt_consolidation,0.16,RENT,4333.33,705,5,19053,0
1524,13250,13225,0.11,36,credit_card,0.25,RENT,3333.33,700,13,16192,0
1525,13000,13000,0.1,36,credit_card,0.25,RENT,4166.67,705,10,15534,0
1526,20000,20000,0.12,36,debt_consolidation,0.16,MORTGAGE,4166.67,700,7,15917,0
1527,7000,7000,0.15,36,credit_card,0.16,RENT,2666.67,670,11,11529,0
1528,12000,12000,0.17,36,debt_consolidation,0.15,MORTGAGE,4166.67,665,7,12318,1
1529,4200,4200,0.08,36,debt_consolidation,0.07,OWN,10416.67,735,15,10819,1
1530,15000,7100,0.12,36,debt_consolidation,0.12,MORTGAGE,5000,715,15,31563,3
1531,1775,1775,0.07,36,debt_consolidation,0.2,RENT,3333.33,725,11,2038,0
1532,10000,10000,0.12,36,home_improvement,0.19,MORTGAGE,3250,695,10,19354,0
1533,14400,14375,0.13,60,debt_consolidation,0.16,RENT,6250,730,6,28675,1
1534,16000,13150,0.08,36,credit_card,0.1,RENT,5416.67,735,15,15119,0
1535,10000,9975,0.13,36,debt_consolidation,0.15,MORTGAGE,6307.42,680,11,18823,0
1536,3000,2950,0.06,36,small_business,0.08,RENT,5416.67,745,13,10380,1
1537,20000,20000,0.08,36,debt_consolidation,0.21,RENT,4333.33,750,9,13169,1
1538,6000,6000,0.16,36,debt_consolidation,0.21,RENT,2176.67,685,13,4356,1
1539,7050,7050,0.13,36,debt_consolidation,0.14,MORTGAGE,5624,680,6,2530,3
1540,11325,11325,0.12,36,other,0.09,RENT,2833.33,725,3,9137,0
1541,2000,2000,0.16,36,home_improvement,0.31,MORTGAGE,4166.67,670,9,3313,1
1542,11000,6557.05,0.13,36,other,0.02,RENT,6667,690,7,4526,0
1543,10000,10000,0.14,36,debt_consolidation,0.24,RENT,2750,700,4,14317,0
1544,15000,15000,0.16,36,credit_card,0.11,RENT,5000,665,14,13611,0
1545,23000,22975,0.19,60,debt_consolidation,0.21,RENT,5166.67,690,13,23773,0
1546,10000,10000,0.15,36,credit_card,0.26,MORTGAGE,5416.67,675,12,7161,3
1547,4000,4000,0.12,60,other,0.03,MORTGAGE,9417,705,5,13865,0
1548,13000,12909.48,0.11,36,debt_consolidation,0.19,RENT,3200,715,7,28032,1
1549,5000,525,0.09,36,home_improvement,0.12,MORTGAGE,15000,715,16,60568,1
1550,6400,6400,0.08,36,major_purchase,0.1,RENT,6400,735,11,12306,1
1551,3825,3800,0.08,36,small_business,0.04,RENT,3333.33,745,3,5106,0
1552,8000,8000,0.18,36,debt_consolidation,0.04,RENT,7750,660,9,8080,1
1553,8000,7975,0.17,36,debt_consolidation,0.09,MORTGAGE,1833.33,665,7,2963,1
1554,6000,6000,0.15,36,debt_consolidation,0.06,RENT,11833.33,660,21,21567,0
1555,2500,2500,0.09,36,other,0.22,RENT,2583.33,715,7,5883,3
1556,10000,10000,0.13,36,debt_consolidation,0.19,RENT,4625,685,13,7411,0
1557,14600,14600,0.1,36,credit_card,0.3,OWN,2500,730,14,23616,1
1558,24000,23800,0.21,60,other,0.13,RENT,9166.67,660,7,4324,0
1559,2200,2200,0.08,36,major_purchase,0.08,MORTGAGE,5500,770,8,2927,0
1560,10000,10000,0.13,36,debt_consolidation,0.19,RENT,8744.26,680,16,27086,0
1561,5000,5000,0.1,36,credit_card,0.28,MORTGAGE,4583.33,695,15,38092,0
1562,12300,12300,0.08,36,debt_consolidation,0.22,RENT,3750,735,6,27282,1
1563,2500,2500,0.13,36,debt_consolidation,0.16,MORTGAGE,3166.67,690,10,3777,2
1564,15000,14825,0.13,36,other,0.17,MORTGAGE,6691.67,700,14,14488,3
1565,1000,1000,0.11,36,debt_consolidation,0.09,RENT,1100,715,5,1314,0
1566,18000,17975,0.12,36,debt_consolidation,0.1,RENT,3540,700,8,14960,0
1567,5000,5000,0.16,36,debt_consolidation,0.18,RENT,4583.33,700,4,4164,2
1568,6000,5956.31,0.1,36,debt_consolidation,0.18,MORTGAGE,4980,685,10,15280,1
1569,2500,2500,0.1,36,debt_consolidation,0.24,RENT,2000,705,10,1523,0
1570,6000,6000,0.1,36,home_improvement,0.07,MORTGAGE,2333.33,710,6,440,3
1571,7000,5525,0.08,36,debt_consolidation,0.1,RENT,4158,765,13,6634,0
1572,4200,4200,0.13,36,major_purchase,0.14,MORTGAGE,6500,680,14,23653,1
